Unique Order Identifier,Order Complexity,Supplier,Unique Product Identifier,Planned Year,Planned Month,Planned Quarter,Planned Day,Planned Weekday,Delivery Delay,Delivery Status,Ordered Quantity,Arrival Year,Arrival Month,Arrival Quarter,Arrival Day,Arrival Weekday,Delivered Quantity,Delivery_Delay_Days,Status,Quantity Difference,Quantity Status
6261169-4,4,95947983,25000190000,2023,12,4,11,0,2,too late,6000.0,2023,12,4,13,2,6000.0,2,late,0.0,exact
6261170-1,3,27555085,27300280400,2024,2,1,12,0,-5,too early,400.0,2024,2,1,7,2,400.0,-5,early,0.0,exact
6261170-2,3,27555085,27301110100,2024,2,1,12,0,-5,too early,1000.0,2024,2,1,7,2,1000.0,-5,early,0.0,exact
6261170-3,3,27555085,27300020400,2024,2,1,12,0,-5,too early,300.0,2024,2,1,7,2,300.0,-5,early,0.0,exact
6261171-1,5,27555085,27301110200,2024,1,1,15,0,-3,too early,1500.0,2024,1,1,12,4,1500.0,-3,early,0.0,exact
6261171-2,5,27555085,27301120100,2024,1,1,15,0,-3,too early,1000.0,2024,1,1,12,4,1000.0,-3,early,0.0,exact
6261171-3,5,27555085,27301120200,2024,1,1,15,0,-3,too early,500.0,2024,1,1,12,4,500.0,-3,early,0.0,exact
6261171-4,5,27555085,27300020400,2024,1,1,15,0,-3,too early,500.0,2024,1,1,12,4,500.0,-3,early,0.0,exact
6261171-5,5,27555085,27300020200,2024,1,1,15,0,-3,too early,200.0,2024,1,1,12,4,200.0,-3,early,0.0,exact
6261172-1,3,34850353,VERSCHR 1873,2023,8,3,28,0,-10,too early,50.0,2023,8,3,18,4,50.0,-10,early,0.0,exact
6261172-2,3,34850353,VERSCHR 1823,2023,8,3,28,0,-10,too early,50.0,2023,8,3,18,4,50.0,-10,early,0.0,exact
6261172-3,3,34850353,FE-ZUSCHLAG,2023,8,3,28,0,-10,too early,1.0,2023,8,3,18,4,1.0,-10,early,0.0,exact
6261173-1,2,28229650,21600220000,2023,8,3,14,0,2,too late,1000.0,2023,8,3,16,2,1000.0,2,late,0.0,exact
6261173-2,2,28229650,C KER 100N/63,2023,8,3,14,0,2,too late,2500.0,2023,8,3,16,2,2500.0,2,late,0.0,exact
6261174-1,2,28567621,28000010501,2023,11,4,27,0,-3,too early,30.0,2023,11,4,24,4,30.0,-3,early,0.0,exact
6261174-2,2,28567621,28000015500,2023,11,4,27,0,-3,too early,30.0,2023,11,4,24,4,30.0,-3,early,0.0,exact
6261175-1,2,72613869,21000180000,2024,2,1,5,0,0,on time,50.0,2024,2,1,5,0,50.0,0,on_time,0.0,exact
6261175-2,2,72613869,21000180000,2024,3,1,4,0,1,too late,50.0,2024,3,1,5,1,50.0,1,late,0.0,exact
6261176-1,1,95947983,IC 4093 S014,2024,1,1,22,0,0,on time,5000.0,2024,1,1,22,0,5000.0,0,on_time,0.0,exact
6261177-1,1,536696,23200121100,2023,8,3,21,0,1,too late,600.0,2023,8,3,22,1,600.0,1,late,0.0,exact
6261178-1,1,52391922,STECKV SKBI/32D,2023,5,2,29,0,-3,too early,5.0,2023,5,2,26,4,5.0,-3,early,0.0,exact
6261179-1,1,40436817,RPG 1-070-22,2023,4,2,24,0,15,too late,12.0,2023,5,2,9,1,12.0,15,late,0.0,exact
6261180-1,2,33626981,999,2023,5,2,26,4,-3,too early,2.0,2023,5,2,23,1,2.0,-3,early,0.0,exact
6261180-2,2,33626981,999,2023,5,2,17,2,-63,too early,3.0,2023,3,1,15,2,2.0,-63,early,-1.0,under delivered
6261181-1,2,81857295,999,2023,3,1,13,0,7,too late,10.0,2023,3,1,20,0,10.0,7,late,0.0,exact
6261181-2,2,81857295,999,2023,3,1,13,0,7,too late,5.0,2023,3,1,20,0,5.0,7,late,0.0,exact
6261182-1,3,10488377,22903890108,2023,6,2,26,0,22,too late,150.0,2023,7,3,18,1,150.0,22,late,0.0,exact
6261182-2,3,10488377,22903890108,2023,7,3,17,0,15,too late,150.0,2023,8,3,1,1,150.0,15,late,0.0,exact
6261182-3,3,10488377,22903890108,2023,8,3,28,0,-17,too early,150.0,2023,8,3,11,4,80.0,-17,early,-70.0,under delivered
6261183-1,1,19314511,24300250000,2024,1,1,8,0,0,on time,1000.0,2024,1,1,8,0,1000.0,0,on_time,0.0,exact
6261184-1,3,67884162,REL 24V 001 16A,2024,2,1,19,0,2,too late,1000.0,2024,2,1,21,2,1000.0,2,late,0.0,exact
6261184-2,3,67884162,REL VB-24STBU,2024,3,1,11,0,2,too late,1000.0,2024,3,1,13,2,1000.0,2,late,0.0,exact
6261184-3,3,67884162,REL 24V 001 16A,2024,3,1,11,0,2,too late,1000.0,2024,3,1,13,2,1000.0,2,late,0.0,exact
6261185-1,4,67884162,REL 24V 001 06A,2024,3,1,4,0,1,too late,1000.0,2024,3,1,5,1,1000.0,1,late,0.0,exact
6260837-3,3,20819856,28000122100,2023,6,2,5,0,1,too late,20.0,2023,6,2,6,1,20.0,1,late,0.0,exact
6260838-1,4,20819856,28000120000,2023,4,2,24,0,0,on time,30.0,2023,4,2,24,0,30.0,0,on_time,0.0,exact
6260838-2,4,20819856,28000122000,2023,4,2,24,0,0,on time,14.0,2023,4,2,24,0,14.0,0,on_time,0.0,exact
6260838-3,4,20819856,28000122100,2023,4,2,24,0,0,on time,25.0,2023,4,2,24,0,25.0,0,on_time,0.0,exact
6260838-4,4,20819856,28000122000,2023,4,2,25,1,3,too late,6.0,2023,4,2,28,4,6.0,3,late,0.0,exact
6260839-1,1,5179328,81000220000,2023,9,3,11,0,-4,too early,250.0,2023,9,3,7,3,250.0,-4,early,0.0,exact
6260840-1,8,83836376,SI 20CT,2023,10,4,9,0,4,too late,20.0,2023,10,4,13,4,20.0,4,late,0.0,exact
6260840-2,8,83836376,SI 2M,2023,10,4,9,0,4,too late,2000.0,2023,10,4,13,4,2000.0,4,late,0.0,exact
6260840-3,8,83836376,SI 8FF,2023,10,4,9,0,4,too late,500.0,2023,10,4,13,4,500.0,4,late,0.0,exact
6260840-4,8,83836376,SI 10M 5X30,2023,10,4,9,0,4,too late,100.0,2023,10,4,13,4,100.0,4,late,0.0,exact
6260840-5,8,83836376,28400386400,2023,10,4,9,0,4,too late,100.0,2023,10,4,13,4,100.0,4,late,0.0,exact
6260840-6,8,83836376,28400394300,2023,10,4,9,0,4,too late,200.0,2023,10,4,13,4,200.0,4,late,0.0,exact
6260840-7,8,83836376,38400260000,2023,10,4,9,0,4,too late,600.0,2023,10,4,13,4,600.0,4,late,0.0,exact
6260840-8,8,83836376,28400371300,2023,10,4,9,0,4,too late,2000.0,2023,10,4,13,4,2000.0,4,late,0.0,exact
6260841-1,3,83836376,SI 10M,2023,8,3,21,0,2,too late,2000.0,2023,8,3,23,2,2000.0,2,late,0.0,exact
6260841-2,3,83836376,SICLIPS 520,2023,8,3,21,0,2,too late,10000.0,2023,8,3,23,2,10000.0,2,late,0.0,exact
6260841-3,3,83836376,28400371300,2023,8,3,21,0,2,too late,2000.0,2023,8,3,23,2,2000.0,2,late,0.0,exact
6260842-1,2,95947983,36000180000,2024,3,1,4,0,0,on time,10000.0,2024,3,1,4,0,15000.0,0,on_time,5000.0,over delivered
6260842-2,2,95947983,85000100200,2024,3,1,4,0,0,on time,8000.0,2024,3,1,4,0,8000.0,0,on_time,0.0,exact
6260843-1,9,95947983,DIODE LL4151,2023,8,3,14,0,1,too late,10000.0,2023,8,3,15,1,100000.0,1,late,90000.0,over delivered
6260843-2,9,95947983,DIODE LL4151,2024,1,1,8,0,-3,too early,10000.0,2024,1,1,5,4,100000.0,-3,early,90000.0,over delivered
6260843-3,9,95947983,DIODE LL4151,2024,2,1,19,0,-3,too early,10000.0,2024,2,1,16,4,100000.0,-3,early,90000.0,over delivered
6260843-4,9,95947983,DIODE LL4151,2024,4,2,1,0,-4,too early,10000.0,2024,3,1,28,3,100000.0,-4,early,90000.0,over delivered
6260843-5,9,95947983,DIODE LL4151,2024,6,2,3,0,0,on time,10000.0,2024,6,2,3,0,50000.0,0,on_time,40000.0,over delivered
6260843-6,9,95947983,DIODE LL103,2023,6,2,19,0,0,on time,10000.0,2023,6,2,19,0,30000.0,0,on_time,20000.0,over delivered
6260843-7,9,95947983,DIODE LL103,2024,3,1,11,0,2,too late,10000.0,2024,3,1,13,2,27500.0,2,late,17500.0,over delivered
6260843-8,9,95947983,DIODE LL103,2024,5,2,6,0,2,too late,10000.0,2024,5,2,8,2,17500.0,2,late,7500.0,over delivered
6260843-9,9,95947983,DIODE LL103,2024,3,1,11,0,2,too late,2500.0,2024,3,1,13,2,2500.0,2,late,0.0,exact
6260844-1,1,5179328,35000830000,2023,2,1,6,0,-3,too early,2000.0,2023,2,1,3,4,2000.0,-3,early,0.0,exact
6260845-1,2,67760099,35000310000,2023,12,4,4,0,-6,too early,10000.0,2023,11,4,28,1,100000.0,-6,early,90000.0,over delivered
6260845-2,2,67760099,35000310000,2024,2,1,12,0,-5,too early,10000.0,2024,2,1,7,2,100000.0,-5,early,90000.0,over delivered
6260846-1,1,4065894,22223032200,2023,2,1,13,0,1,too late,3000.0,2023,2,1,14,1,3000.0,1,late,0.0,exact
6260847-1,1,89429084,27400120400,2023,1,1,9,0,4,too late,175.0,2023,1,1,13,4,175.0,4,late,0.0,exact
6260848-1,7,95947983,CE 2U2/35TAKO-C,2023,12,4,4,0,-4,too early,2000.0,2023,11,4,30,3,2000.0,-4,early,0.0,exact
6260848-2,7,95947983,R 2K7 0204,2023,12,4,4,0,-4,too early,6000.0,2023,11,4,30,3,6000.0,-4,early,0.0,exact
6260848-3,7,95947983,C KER 330P 1206,2024,1,1,8,0,0,on time,10000.0,2024,1,1,8,0,24000.0,0,on_time,14000.0,over delivered
6260848-4,7,95947983,R 5K6 0204,2023,12,4,4,0,-4,too early,9000.0,2023,11,4,30,3,9000.0,-4,early,0.0,exact
6260848-5,7,95947983,R470R 0204,2024,1,1,8,0,0,on time,9000.0,2024,1,1,8,0,9000.0,0,on_time,0.0,exact
6260848-6,7,95947983,36000180000,2024,1,1,8,0,0,on time,10000.0,2024,1,1,8,0,15000.0,0,on_time,5000.0,over delivered
6260848-7,7,95947983,85000100200,2023,12,4,4,0,-4,too early,8000.0,2023,11,4,30,3,8000.0,-4,early,0.0,exact
6260849-1,1,81857295,999,2023,1,1,9,0,8,too late,7.0,2023,1,1,17,1,7.0,8,late,0.0,exact
6260850-1,2,83576621,9999,2023,1,1,18,2,0,on time,100.0,2023,1,1,18,2,100.0,0,on_time,0.0,exact
6260850-2,2,83576621,9999,2023,1,1,17,1,1,too late,100.0,2023,1,1,18,2,100.0,1,late,0.0,exact
6260851-1,2,51590315,40000070000,2023,9,3,18,0,-17,too early,30.0,2023,9,3,1,4,30.0,-17,early,0.0,exact
6260851-2,2,51590315,40000070000,2023,10,4,23,0,-19,too early,30.0,2023,10,4,4,2,30.0,-19,early,0.0,exact
6260852-1,1,5394039,29800050500,2023,9,3,11,0,-3,too early,100.0,2023,9,3,8,4,100.0,-3,early,0.0,exact
6260853-1,3,52391922,271000200,2023,2,1,20,0,-3,too early,1000.0,2023,2,1,17,4,900.0,-3,early,-100.0,under delivered
6260853-2,3,52391922,27101012500,2023,2,1,20,0,-3,too early,1000.0,2023,2,1,17,4,600.0,-3,early,-400.0,under delivered
6260853-3,3,52391922,27100932500,2023,2,1,20,0,-3,too early,1000.0,2023,2,1,17,4,900.0,-3,early,-100.0,under delivered
6260854-1,3,37222009,28400460000,2023,11,4,9,3,-1,too early,100.0,2023,11,4,8,2,100.0,-1,early,0.0,exact
6260854-2,3,37222009,28400480000,2023,11,4,9,3,-1,too early,10000.0,2023,11,4,8,2,10000.0,-1,early,0.0,exact
6260854-3,3,37222009,28400480000,2024,4,2,11,3,0,on time,10000.0,2024,4,2,11,3,10000.0,0,on_time,0.0,exact
6260855-1,1,57957592,22200130100,2023,2,1,13,0,-3,too early,20.0,2023,2,1,10,4,20.0,-3,early,0.0,exact
6260857-1,2,14148833,21000280000,2024,1,1,31,2,-8,too early,540.0,2024,1,1,23,1,540.0,-8,early,0.0,exact
6260857-2,2,14148833,21000280000,2024,3,1,20,2,-22,too early,540.0,2024,2,1,27,1,540.0,-22,early,0.0,exact
6260858-1,7,95947983,R220R 208 8,2024,3,1,25,0,0,on time,3000.0,2024,3,1,25,0,3000.0,0,on_time,0.0,exact
6260858-2,7,95947983,R 0R005 359-116,2024,3,1,25,0,0,on time,2000.0,2024,3,1,25,0,2000.0,0,on_time,0.0,exact
6260858-3,7,95947983,R 27K 296-1,2024,3,1,25,0,0,on time,1000.0,2024,3,1,25,0,1000.0,0,on_time,0.0,exact
6260858-4,7,95947983,R330R MRS25,2024,3,1,25,0,0,on time,1000.0,2024,3,1,25,0,1000.0,0,on_time,0.0,exact
6260858-5,7,95947983,R 1K MRS25,2024,3,1,25,0,0,on time,1000.0,2024,3,1,25,0,1000.0,0,on_time,0.0,exact
6260858-6,7,95947983,R 10R MRS25,2024,4,2,1,0,1,too late,5000.0,2024,4,2,2,1,5000.0,1,late,0.0,exact
6260858-7,7,95947983,R 47R 292 1,2024,4,2,5,4,-3,too early,2000.0,2024,4,2,2,1,2000.0,-3,early,0.0,exact
6260859-1,1,33626981,126500000000800,2023,1,1,16,0,2,too late,24.0,2023,1,1,18,2,24.0,2,late,0.0,exact
6260860-1,1,18995765,9999,2023,1,1,16,0,10,too late,3.0,2023,1,1,26,3,3.0,10,late,0.0,exact
6260861-1,3,95947983,21600130000,2023,11,4,20,0,-3,too early,10000.0,2023,11,4,17,4,12000.0,-3,early,2000.0,over delivered
6260861-2,3,95947983,21600210000,2023,11,4,20,0,-3,too early,2500.0,2023,11,4,17,4,2500.0,-3,early,0.0,exact
6260861-3,3,95947983,21000270000,2023,11,4,20,0,-3,too early,1000.0,2023,11,4,17,4,1000.0,-3,early,0.0,exact
6260862-1,3,95947983,21600210000,2023,8,3,14,0,1,too late,2500.0,2023,8,3,15,1,2500.0,1,late,0.0,exact
6260862-2,3,95947983,21000270000,2023,8,3,14,0,1,too late,1000.0,2023,8,3,15,1,1000.0,1,late,0.0,exact
6260862-3,3,95947983,21100070100,2023,8,3,14,0,1,too late,1000.0,2023,8,3,15,1,1000.0,1,late,0.0,exact
6260863-1,1,95947983,31600200000,2023,12,4,4,0,-3,too early,10000.0,2023,12,4,1,4,10000.0,-3,early,0.0,exact
6260864-1,2,28229650,27301410100,2023,9,3,13,2,2,too late,1500.0,2023,9,3,15,4,1500.0,2,late,0.0,exact
6260864-2,2,28229650,21000630000,2023,4,2,24,0,4,too late,220.0,2023,4,2,28,4,220.0,4,late,0.0,exact
6260865-1,2,37222009,28400550400,2023,10,4,11,2,2,too late,1500.0,2023,10,4,13,4,1500.0,2,late,0.0,exact
6260865-2,2,37222009,28400550400,2024,1,1,10,2,1,too late,1500.0,2024,1,1,11,3,1500.0,1,late,0.0,exact
6260866-1,4,44774836,25000260000,2023,8,3,21,0,2,too late,10000.0,2023,8,3,23,2,12000.0,2,late,2000.0,over delivered
6260866-2,4,44774836,26000510000,2023,8,3,21,0,2,too late,10000.0,2023,8,3,23,2,20000.0,2,late,10000.0,over delivered
6260866-3,4,44774836,26000590000,2023,8,3,21,0,2,too late,5000.0,2023,8,3,23,2,5000.0,2,late,0.0,exact
6260866-4,4,44774836,26000820000,2023,8,3,21,0,2,too late,5000.0,2023,8,3,23,2,5000.0,2,late,0.0,exact
6260867-1,3,11431533,22200170100,2023,8,3,7,0,0,on time,1000.0,2023,8,3,7,0,1000.0,0,on_time,0.0,exact
6260867-2,3,11431533,22200170100,2023,10,4,16,0,0,on time,1000.0,2023,10,4,16,0,1000.0,0,on_time,0.0,exact
6260867-3,3,11431533,22200170200,2023,9,3,18,0,0,on time,982.0,2023,9,3,18,0,982.0,0,on_time,0.0,exact
6260715-22,39,93118673,23100330400,2023,5,2,8,0,15,too late,104.0,2023,5,2,23,1,104.0,15,late,0.0,exact
6260715-23,39,93118673,23100101301,2023,6,2,5,0,-5,too early,52.0,2023,5,2,31,2,52.0,-5,early,0.0,exact
6260715-24,39,93118673,23100480900,2023,5,2,8,0,15,too late,500.0,2023,5,2,23,1,500.0,15,late,0.0,exact
6260715-25,39,93118673,23100480600,2023,7,3,3,0,-33,too early,100.0,2023,5,2,31,2,100.0,-33,early,0.0,exact
6260715-26,39,93118673,23100920200,2023,7,3,3,0,-123,too early,500.0,2023,3,1,2,3,500.0,-123,early,0.0,exact
6260715-27,39,93118673,23100920200,2023,10,4,9,0,-25,too early,500.0,2023,9,3,14,3,500.0,-25,early,0.0,exact
6260715-28,39,93118673,23100091101,2023,5,2,8,0,-24,too early,250.0,2023,4,2,14,4,250.0,-24,early,0.0,exact
6260715-29,39,93118673,23100071001,2023,8,3,7,0,-40,too early,250.0,2023,6,2,28,2,250.0,-40,early,0.0,exact
6260715-30,39,93118673,23100071001,2023,10,4,9,0,-103,too early,250.0,2023,6,2,28,2,250.0,-103,early,0.0,exact
6260715-31,39,93118673,23100071001,2023,8,3,7,0,8,too late,319.0,2023,8,3,15,1,319.0,8,late,0.0,exact
6260715-32,39,93118673,23100483901,2023,6,2,5,0,-13,too early,250.0,2023,5,2,23,1,250.0,-13,early,0.0,exact
6260715-33,39,93118673,23100483901,2023,9,3,4,0,-53,too early,254.0,2023,7,3,13,3,254.0,-53,early,0.0,exact
6260715-34,39,93118673,23100420100,2023,7,3,3,0,-80,too early,179.0,2023,4,2,14,4,54.0,-80,early,-125.0,under delivered
6260715-35,39,93118673,23100481801,2023,7,3,3,0,-33,too early,100.0,2023,5,2,31,2,100.0,-33,early,0.0,exact
6260715-36,39,93118673,23100101301,2023,9,3,4,0,-96,too early,53.0,2023,5,2,31,2,53.0,-96,early,0.0,exact
6260715-37,39,93118673,23100480900,2023,7,3,3,0,-33,too early,500.0,2023,5,2,31,2,500.0,-33,early,0.0,exact
6260715-38,39,93118673,23100480900,2023,9,3,4,0,-53,too early,500.0,2023,7,3,13,3,500.0,-53,early,0.0,exact
6260715-39,39,93118673,23100480900,2023,11,4,6,0,-53,too early,672.0,2023,9,3,14,3,672.0,-53,early,0.0,exact
6260716-1,1,20559137,23200550000,2023,6,2,19,0,-3,too early,300.0,2023,6,2,16,4,300.0,-3,early,0.0,exact
6260717-1,3,94299111,23200440100,2023,7,3,31,0,4,too late,4050.0,2023,8,3,4,4,2400.0,4,late,-1650.0,under delivered
